name,street,city,state,zip
Akron General Medical Center,400 Wabash Ave,Akron,OH,"""44307-2463"""
Akron Machining Institute Inc,2959 Barber Rd,Norton,OH,"""44203"""
Akron School of Practical Nursing,619 Sumner St,Akron,OH,"""44311-1699"""
AKS Massage School,"462 Herndon Pkwy., Suite 208",Herndon,VA,"""20170"""
Alabama A & M University,4900 Meridian St,Normal,AL,"""35762"""
Alabama A & M University,4900 Meridian St,Normal,AL,"""35762"""
Alabama A & M University,4900 Meridian St,Normal,AL,"""35762"""
Alabama A & M University,4900 Meridian St,Normal,AL,"""35762"""
Alabama Aviation College,3405 South U.S. Highway 231,Ozark,AL,"""36360"""
Alabama College of Osteopathic Medicine,"Doctors Building, 2nd FL, 1108 Ross Clark Circle",Dothan,AL,"""36301"""
Alabama Southern Community College,2800 South Alabama Avenue,Monroeville,AL,"""36460"""
Alabama Southern Community College,2800 South Alabama Avenue,Monroeville,AL,"""36460"""
Alabama Southern Community College,2800 South Alabama Avenue,Monroeville,AL,"""36460"""
Alabama Southern Community College,2800 South Alabama Avenue,Monroeville,AL,"""36460"""
Alabama Southern Community College,2800 South Alabama Avenue,Monroeville,AL,"""36460"""
Alabama Southern Community College,2800 South Alabama Avenue,Monroeville,AL,"""36460"""
Alabama State College of Barber Styling,9480 Parkway E,Birmingham,AL,"""35215-8308"""
Alabama State Department of Education,"5163 Gordon Persons Bldg., P.O.Box 302101",Montgomery,AL,"""36130"""
Alabama State Department of Education,"5163 Gordon Persons Bldg., P.O.Box 302101",Montgomery,AL,"""36130"""
Alabama State University,915 S Jackson Street,Montgomery,AL,"""36104"""
Alabama State University,915 S Jackson Street,Montgomery,AL,"""36104"""
Alabama State University,915 S Jackson Street,Montgomery,AL,"""36104"""
Alabama State University,915 S Jackson Street,Montgomery,AL,"""36104"""
Alabama State University,915 S Jackson Street,Montgomery,AL,"""36104"""
Alabama State University,915 S Jackson Street,Montgomery,AL,"""36104"""
Alabama State University,915 S Jackson Street,Montgomery,AL,"""36104"""
Aladdin Beauty College #20,1406 Gary Blvd.,Clinton,OK,"""73505"""
Aladdin Beauty College #22,108 South Union Avenue,Roswell,NM,"""88201"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Community College,1247 Jimmie Kerr Road,Graham,NC,"""27253-8000"""
Alamance Regional Medical Center,PO Box 202,Burlington,NC,"""27216-0202"""
Alamdea Adult School,2250 Central Avenue,Alameda,CA,"""94501"""
Alameda Health System,1411 East 31st Street,Oakland,CA,"""94602"""
Alamo City Barber College,"8910 Bandera Road, Suite 204",San Antonio,TX,"""78250"""
Alamo City Barber College,"8910 Bandera Road, Suite 204",San Antonio,TX,"""78250"""
Alaska Bible College at Palmer,248 East Elmwood,Palmer,AK,"""99645"""
Alaska Bible College at Palmer,248 East Elmwood,Palmer,AK,"""99645"""
Alaska Career College,1415 E Tudor Road,Anchorage,AK,"""99507-1033"""
Alaska Christian College,35109 Royal Pl,Soldotna,AK,"""99669-9755"""
Alaska Christian College,35109 Royal Pl,Soldotna,AK,"""99669-9755"""
Alaska Eye Care Centers Residency in Contact Lens and Primary Care,1345 W 9th Ave.,Anchorage,AK,"""99501"""
Alaska Pacific University,4101 University Dr,Anchorage,AK,"""99508"""
Alaska Pacific University,4101 University Dr,Anchorage,AK,"""99508"""
Alaska VA Healthcare System,1201 North Muldoon Road,Anchorage,AK,"""99504"""
Alaska Vocational Technical Center,809 Second Avenue,Seward,AK,"""99664-0889"""
Alaska Vocational Technical Center,809 Second Avenue,Seward,AK,"""99664-0889"""
Albany College of Pharmacy,106 New Scotland Avenue,Albany,NY,"""12208-3492"""
Albany College of Pharmacy,106 New Scotland Avenue,Albany,NY,"""12208-3492"""
Albany College of Pharmacy,106 New Scotland Avenue,Albany,NY,"""12208-3492"""
Albany College of Pharmacy,106 New Scotland Avenue,Albany,NY,"""12208-3492"""
Albany Law School,80 New Scotland Avenue,Albany,NY,"""12208"""
Albany Medical College,47 New Scotland Ave,Albany,NY,"""12208-0000"""
Albany Medical College,47 New Scotland Ave,Albany,NY,"""12208-0000"""
Albany Medical College,47 New Scotland Ave,Albany,NY,"""12208-0000"""
Albany Medical College,47 New Scotland Ave,Albany,NY,"""12208-0000"""
Albany Medical College,47 New Scotland Ave,Albany,NY,"""12208-0000"""
Albany State University,504 College Drive,Albany,GA,"""31705"""
Albany State University,504 College Drive,Albany,GA,"""31705"""
Albany State University,504 College Drive,Albany,GA,"""31705"""
Albany State University,504 College Drive,Albany,GA,"""31705"""
Albany Stratton VA Medical Center,113 Holland Ave,Albany,NY,"""12208"""
Albany Stratton VA Medical Center,113 Holland Ave,Albany,NY,"""12208"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany Technical College,1704 South Slappey Boulevard,Albany,GA,"""31701"""
Albany-Schoharie Career and Technical School,1015 Watervliet-Shaker Road,Albany,NY,"""12205"""
Albany-Schoharie Career and Technical School,1015 Watervliet-Shaker Road,Albany,NY,"""12205"""
Albany-Schoharie Career and Technical School,1015 Watervliet-Shaker Road,Albany,NY,"""12205"""
Albany-Schoharie Career and Technical School,1015 Watervliet-Shaker Road,Albany,NY,"""12205"""
Albany-Schoharie-Schenectady BOCES,1015 Watervliet Shaker Rd,Albany,NY,"""12205"""
Albert Einstein College of Medicine - Bronx Psychiatric Center,1500 Waters Place,Bronx,NY,"""10461"""
Albert Einstein College of Medicine - Bronx Psychiatric Center,1500 Waters Place,Bronx,NY,"""10461"""
Albert Einstein College of Medicine - Montefiore Medical Center,111 E. 210th Street,Bronx,NY,"""10467"""
Albert Einstein College of Medicine - Montefiore Medical Center,111 E. 210th Street,Bronx,NY,"""10467"""
Albert Einstein College of Medicine - Montefiore Medical Center,111 E. 210th Street,Bronx,NY,"""10467"""
Albert Einstein College of Medicine - Montefiore Medical Center,111 E. 210th Street,Bronx,NY,"""10467"""
Albert Einstein College of Medicine - Montefiore Medical Center,111 E. 210th Street,Bronx,NY,"""10467"""
Albert Einstein College of Medicine - Montefiore Medical Center,111 E. 210th Street,Bronx,NY,"""10467"""
"Albert Einstein College of Medicine, Montefiore Medical Center Psychology Internship",111 E. 210th Street,Bronx,NY,"""10467"""
Albert Einstein Medical Center,5501 Old York Road,Philadelphia,PA,"""19141"""
Albert Einstein Medical Center,5501 Old York Road,Philadelphia,PA,"""19141"""
Albert Einstein Medical Center,5501 Old York Road,Philadelphia,PA,"""19141"""
Albert Einstein Medical Center,5501 Old York Road,Philadelphia,PA,"""19141"""
Albert Einstein Medical Center,5501 Old York Road,Philadelphia,PA,"""19141"""
Albert Einstein Medical Center Dental General Practice Residency 12 Months,5501 Old York Road,Philadelphia,PA,"""19141-3098"""
Albertus Magnus College,700 Prospect St,New Haven,CT,"""06511-1189"""
Albertus Magnus College,700 Prospect St,New Haven,CT,"""06511-1189"""
Albertus Magnus College,700 Prospect St,New Haven,CT,"""06511-1189"""
Albertus Magnus College,700 Prospect St,New Haven,CT,"""06511-1189"""
Albertus Magnus College,700 Prospect St,New Haven,CT,"""06511-1189"""
Albertus Magnus College,700 Prospect St,New Haven,CT,"""06511-1189"""
Albion College,611 E Porter St,Albion,MI,"""49224"""
Albion College,611 E Porter St,Albion,MI,"""49224"""
Albion College,611 E Porter St,Albion,MI,"""49224"""
Albion College,611 E Porter St,Albion,MI,"""49224"""
Albright College,1621 N. 13th St.,Reading,PA,"""19612-5234"""
Albright College,1621 N. 13th St.,Reading,PA,"""19612-5234"""
Albright College,1621 N. 13th St.,Reading,PA,"""19612-5234"""
Albuquerque Barber College,"601 San Pedro NE, Suite 100",Albuquerque,NM,"""87108"""
Albuquerque Job Corps Center,1500 Indian School Road NW,Albuqueque,NM,
Albuquerque Public Schools,807 Mountain Road NE,Albuquerque,NM,"""87102"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,"""39096-7500"""
Alden's School of Cosmetology,2080 Main Street,Baker,LA,"""70714"""
Alderson Broaddus University,101 College Hill Drive,Philippi,WV,"""26416"""
Alderson Broaddus University,101 College Hill Drive,Philippi,WV,"""26416"""
Alderson Broaddus University,101 College Hill Drive,Philippi,WV,"""26416"""
Alderson Broaddus University,101 College Hill Drive,Philippi,WV,"""26416"""
Alegent Health School of Medical Assisting,810 N. 96th Street,Omaha,NE,"""68114"""
Alegent Health School of Radiologic Technology,7500 Mercy Road,Omaha,NE,"""68124"""
Alegent Health School of Radiologic Technology,7500 Mercy Road,Omaha,NE,"""68124"""
"Alexander Academy, Inc.",112 River Street,Fitchburg,MA,"""01420"""
Alexander Paul Institute of Hair Design,1011-A Charles Boulevard,Greenville,NC,"""27858"""
Alexandria Academy of Beauty Culture,2305 Rapides Ave,Alexandria,LA,"""71301-5730"""
Alexandria School of Scientific Therapeutics,809 S Harrison St,Alexandria,IN,"""46001-0287"""
Alexandria Technical College,1601 Jefferson Streeet,Alexandria,MN,"""56308"""
Alexandria Technical College,1601 Jefferson Streeet,Alexandria,MN,"""56308"""
Alexian Brothers Health System,600 Alexian Way,Elk Grove Village,IL,"""60007"""
Alexian Brothers Health System,600 Alexian Way,Elk Grove Village,IL,"""60007"""
Alfred I. duPont Hospital for Children,1600 Rockland Road,Wilmington,DE,"""19803"""
Alfred I. duPont Hospital for Children,1600 Rockland Road,Wilmington,DE,"""19803"""
Alfred University,One Saxon Dr,Alfred,NY,"""14802-1205"""
Alfred University,One Saxon Dr,Alfred,NY,"""14802-1205"""
Alfred University,One Saxon Dr,Alfred,NY,"""14802-1205"""
Alfred University,One Saxon Dr,Alfred,NY,"""14802-1205"""
Alfred University,One Saxon Dr,Alfred,NY,"""14802-1205"""
Alhambra Adult Education,217 N. Garfield Avenue,Alhambra,CA,"""91801"""
Alhambra Beauty College,200 W Main St,Alhambra,CA,"""91801"""
Alhambra Medical University,"25 S. Raymond Avenue, Suite 201",Alhambra,CA,"""91801"""
Alhambra Medical University,"25 S. Raymond Avenue, Suite 201",Alhambra,CA,"""91801"""
Alhambra Medical University,"25 S. Raymond Avenue, Suite 201",Alhambra,CA,"""91801"""
Alhambra Medical University,"25 S. Raymond Avenue, Suite 201",Alhambra,CA,"""91801"""
Alhambra Medical University,"25 S. Raymond Avenue, Suite 201",Alhambra,CA,"""91801"""
Alhambra Medical University,"25 S. Raymond Avenue, Suite 201",Alhambra,CA,"""91801"""
Alice Lloyd College,100 Purpose Rd,Pippa Passes,KY,"""41844"""
All American Career College,"320 North E. Street, Suite 513",San Bernardino,CA,"""92401"""
All Beauty College,1385 East Gemini Street,Fort Mohave,AZ,"""86426"""
All Saints Bible College,930 Mason Street,Memphis,TN,"""38126"""
All State Career School,"1200 Lebanon Road, Suite 101",West Mifflin,PA,"""15122"""
Allan Hancock College,800 S College Dr,Santa Maria,CA,"""93454-6399"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,"""21502"""
Allegheny College,520 N Main St,Meadville,PA,"""16335-3902"""
Allegheny General Hospital,320 East North Avenue,Pittsburgh,PA,
Allegheny General Hospital,320 East North Avenue,Pittsburgh,PA,
Allegheny General Hospital,320 East North Avenue,Pittsburgh,PA,
Allegheny Wesleyan College,2161 Woodsdale Rd,Salem,OH,"""44460-9598"""
Allegro Music College,1851 Ponce de Leon,Santurce,PR,"""00909"""
Allen College,1825 Logan Avenue,Waterloo,IA,"""50703-1999"""
Allen College,1825 Logan Avenue,Waterloo,IA,"""50703-1999"""
Allen College,1825 Logan Avenue,Waterloo,IA,"""50703-1999"""
Allen College,1825 Logan Avenue,Waterloo,IA,"""50703-1999"""
Allen College,1825 Logan Avenue,Waterloo,IA,"""50703-1999"""
Allen College,1825 Logan Avenue,Waterloo,IA,"""50703-1999"""
Allen College,1825 Logan Avenue,Waterloo,IA,"""50703-1999"""
Allen County Community College,1801 N Cottonwood,Iola,KS,"""66749"""
Allen County Community College,1801 N Cottonwood,Iola,KS,"""66749"""
Allen School - Jamaica,163-18 Jamaica Avenue,Jamaica,NY,"""11432"""
Allen School - Jamaica,163-18 Jamaica Avenue,Jamaica,NY,"""11432"""
Allen School - Jamaica,163-18 Jamaica Avenue,Jamaica,NY,"""11432"""
Allen University,1530 Harden Street,Columbia,SC,"""29204"""
Allendale Association,Bradley Counseling Center P.O. Box 1088,Lake Villa,IL,"""60046"""
Allentown Career Institute,941 Marcon Boulevard,Allentown,PA,"""18109"""
Alliance City Schools Career Centre,530 N Lincoln Avenue,Alliance,OH,"""44601"""
Alliance City Schools Career Centre,530 N Lincoln Avenue,Alliance,OH,"""44601"""
Alliance Computing Solutions (ACS),"3660 Main Street, 4th Floor",Flushing,NY,"""11354"""
Alliance Computing Solutions (ACS),"3660 Main Street, 4th Floor",Flushing,NY,"""11354"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Alliant International University,10455 Pomerado Road,San Diego,CA,"""92131-1799"""
Allied American University,"22952 Alcalde Drive, Suite 150",Laguna Hills,CA,"""92653"""
Allied American University,"22952 Alcalde Drive, Suite 150",Laguna Hills,CA,"""92653"""
Allied Business Schools,22952 Alcalde Drive,Laguna Hills,CA,"""92653"""
Allied Career Center,"1933 East Frankford Road, Suite 110",Carrollton,TX,"""75007"""
Allied Career Center - Dallas,"9330 Amberton Parkway, Suite 1395",Dallas,TX,"""75243"""
Allied Health Careers Institute,"1800 S. Rutherford Blvd, Suite 103",Murfreesboro,TN,"""37130"""
Allied Health Institute,51 North State Road 7,Plantation,FL,"""33317"""
Allied Health Institute,51 North State Road 7,Plantation,FL,"""33317"""
Allied Medical & Health Services,"730 South Central Avenue, Suite 208",Glendale,CA,"""91204"""
Allied Medical and Technical Institute,201 Willowbrook Blvd.,Wayne,NJ,"""07470"""
Allied Schools,22952 Alcalde Drive,Laguna Hills,CA,"""92653"""
